id,transaction_hash,amount
1001,c142ad7dcb03470ba6bce54684321f60,43485.61724052417
1002,a9720be0e31248ea9864ee1d2b49d348,88567.49999213184
1003,e1d809e4dba246af9cecdccb930fd3f2,10146.682326732382
1004,4afa801809184a0981dab019bcfe901f,17716.79785346045
1005,12198eb0e9ba46dda02013cff944ff9c,72058.38169069031
1006,4e192ad66c7646509bfe76b3e0d99253,23262.125026868198
1007,e9828054c61c435da5cf1d14f603b996,50716.07674961607
1008,42b2764223d14a3ea14b0bc221bcd7c9,63015.82090413995
1009,fa1da2fb74fd460a865d7e94e6cda4a4,30330.0424633684
1010,56814f4ca4a342dbac03954e7ecec6aa,11124.027497761257
1011,eb8327b5aff545eb846c13913ee14ebb,9358.115821897261
1012,2f40d7f295fd4dd8952ec5d5a65aed78,49936.887468306835
1013,f3c2844c69aa45e6ae8655ef9813c254,42197.452368018654
1014,69a2454935244861a0ab6a4caa76b38f,4758.3183769079105
1015,b563db04fdec428fab5a70917e07ecd7,5333.8899948486505
1016,11dcafd504ea484e9195a69ef1dcd777,6632.061848055248
1017,9d45753810094132bd29909a9d8657ef,85569.0640187233
1018,f415adc04fe449888d1c01cf6633f6db,83213.23976885407
1019,32c9af029603413991cfbe5f0c8e065b,33371.83654199138
1020,aaab0480af6b43b691b128401fc289ee,45285.5920897535
1021,ce55032a9168467083b9efd33cd14697,18452.18899601423
1022,92726a0ea05e48bf8e2a30599473f8cd,48833.602691050015
1023,0c60b66d35d5435286005e3f817b443b,24201.985923619308
1024,ba4198940cca4e25bce6f3033c1b922c,14174.62679046373
1025,6c0ba3ec2fa340d895505c832e9a3f45,26190.11674064412
1026,399ab94320634903bf946aea8ba8fb1b,37387.87037399096
1027,3a4048f274d241db9d67591d6aabb66a,56276.4993666378
1028,dcef86dc4c7f489caf1e32199e70cbf8,58377.44253141931
1029,0b89eb45b5e143e8b3f02478707d82c9,25556.468110202957
1030,d2da06104b3e4928a2836d2b75c290ed,31699.95030203224
1031,9d991be920164ebc94bea69587e468c6,24897.358776233403
1032,c8c3756aa75f401c821273fbba7726ab,19699.355046213586
1033,a7e550910f5e44af8fdf8f7aa9d0e843,75472.80307481458
1034,aba1012b6cf9415385a4fe2a7cfd0e06,20621.660207386638
1035,68b20cac530f434f95b1634eff0173b4,24901.066165323038
1036,313cbcb025b743888c076258eacb50fe,48506.953173117596
1037,c1394d6de90448ba9d08334b3504dee9,52641.41808569309
1038,508d2f50e94e4f6f90a87f603a508f49,10137.760692260877
1039,5f0d957726bb4867bceb456ecec44cb4,24995.160811995374
1040,fd86645e51994b67b6b7f7dd520b0f66,33822.403495810715
1041,6c53d4570f0f412caff0c340980a7f09,69041.34680944262
1042,0d7c1ab01fca4e728139e12fd1fbc2a5,85937.68642789099
1043,ac170d875e5c4acfa025cd5bda58e5d0,42680.4311260874
1044,b6b9ed9c611542df8ef03192e347bfe7,40918.253633915134
1045,d9bce4bb0cf641d3a4dda4b980ed0958,2268.6438779892624
1046,ef2e9afb54b44871a63e56cd85bba657,54396.058442881644
1047,8419916e13714d528da5026e89c06af0,52863.046210495566
1048,627b8c32341f4d3684b7acfdbce03836,2941.8937175839656
1049,d8bd4a67e6284072b576ffa05c98a11b,19224.1957526493
1050,5df2266442f648449ac70c9e2978aa6e,19615.650948814866
1051,d49a37354e564242ad682822641c15ee,5797.560571068372
1052,ddc36686eb33441e98edabdf70e5f1bc,65763.93234680218
1053,81ec49c56f81454f8271ff13e753189c,39110.75424205642
1054,643d245a27a54b159c8cbc5188ea3a57,84073.83991168623
1055,1990a58320d14d8a9034574bbf2d35e1,20741.633013620063
1056,2d34fdca71c64aa780abdfb746ae88b5,18660.03856682681
1057,9473cd3c2d3140d6a8327ecf5f96286a,573.4202361299401
1058,04fcad696d7b41c1b5bebc4d3bc0e6e8,87019.41674023627
1059,3eeea6711dc64762b641bca7f3aac09e,68769.61630328262
1060,88d51a07d7af46f4bfb05569d26faf13,86646.17889856242
1061,27e7f8c29b714ef9926ee1e2003479b9,65093.89521534106
1062,59b29c11a5ad42dcb4f16a8e70c012c0,75278.13813609423
1063,9d7fc4c1c63f47aab3c10490b26844b6,51746.91048281538
1064,7f59630e38a145d2b2477a5ee5815821,34649.955685580266
1065,3b83cbd6476f486aa9630a97031aa78c,17297.801738665574
1066,d9840ae377af42869b382e26d6bc847f,33684.16346519326
1067,44714d3e028e43678c66e265c190389f,21638.592257489996
1068,920fec735cc94e66abb7c6f5493433d8,88828.97506825162
1069,d1fa032b69ff4423ad5467dcbcc76e39,63005.85267573232
1070,a4c3226cebc04fe3a1dbe3866f7381a5,58730.45131091766
1071,6261daf0689b44e2912eb9bd014b5a72,69975.56816195165
1072,b50a8f6fe0ee4cbdb740739db05d79c6,20240.28377351944
1073,7c8635ee7c5e4721b909bed4e4ffba55,64388.895241018676
1074,39c5ea71170a4ca593e87541bbffbc75,25443.389939542903
1075,80c90af241c74afcbe58fa59e8867a67,99880.65845337625
1076,3102d4439269426eb0ab1e93851d0ffd,90574.72647765183
1077,15e3250eee0d457fb3bc845e41979f59,90417.95233347332
1078,0ece2d08672940aab433c6fe1c4a21c8,39213.246290634605
1079,96cc8ff261f2422791d9974f9ef73a19,94318.05587628002
1080,ed662d8f14504f0a8e2e144cec5cb5b5,73679.2719727296
1081,ca7b99154e7040c0bb029bf54c9c924d,38177.04900946447
1082,b7cb11d0ab2c4033807f33ef82d4e03a,18398.2158584585
1083,5d57a4e172f9465f8df5967d24dec1d8,17394.28071294812
1084,0d68842932ff4871b3d8bdc3243078f0,51202.57513499754
1085,82321e4c8b61435a951b9e39691712d4,63162.175193828254
1086,5c4c2533e05f40eeb243fbb472fe917b,67011.4689293308
1087,d9712f0edc544198bf8b4e5395a259ed,47802.62078831714
1088,b17fc99f8ddf481f9c8c323178a81009,78114.48857872648
1089,18489bd11bb14a90bde3a7c5c0ebc00a,33782.21019481573
1090,32da0937bf02413aa20f4961e302cec1,93409.85986198756
1091,aff70c08926d46248739c141f6f8d0da,94870.67741300426
1092,4a8ddd9fcdd945e5b51b14b3298e53ae,12363.885053921153
1093,d94677f67a5243c1b85ab30ace2a1ba9,66336.88660598414
1094,830d4424ffbc452b8dcb512c00a65eb5,24069.947543016147
1095,625d9d790103424aab82ca2564d1bdf1,99211.26971626304
1096,f11bbbba8a10489ea5d54c859dae15a5,83927.39847345835
1097,d645b9aecfcb45878f4982354f62a27b,42289.49018343543
1098,84f6dc2a97a54ac3a9633e9b63d782c2,5846.807350496819
1099,e6fe1723fb9a4799941deb624f793ee4,62578.599047448355
1100,1c43e8e99c38456f8e4703b2c9e3da7b,76154.60906122957
1101,23e4c12472094cb2a891acc489a0c470,54972.2862212702
1102,3ea32fa96bdb47dea2ae207d68679e40,92454.41945495509
1103,4002c65a6d1142be94b60589eb685719,22469.819401386372
1104,ae6a669910db4c74805d33c4d2060f41,16126.68183778505
1105,dbb6b57e52ed4c36a03e7456a014fbd7,14753.060844052
1106,63fffcfa847941fca93b1bae3481f14f,50539.395414402075
1107,4bfed2e154c84df28cddd8b027964720,79616.8827964221
1108,75aa6c2e9fbb44339a64c25ad477b97d,64207.71620606017
1109,cc834c0d22bd4839bdaa80570f5ca576,23453.715152398214
1110,21134f59972542ceae05d7961fe9767c,53097.33777404552
1111,2195b700f1b749729143a99a28d851f2,52302.31219819539
1112,039a702d94644da9a5d0d9ec2139181a,40457.48932285825
1113,45d12890d9714ea2aae34494dfe9f1b4,80357.72919696811
1114,2d431424ae4b4478a2f8704497a87433,12810.187768879321
1115,3d063e14b90a431097a360cc8148f97f,88862.94316177278
1116,1fb044935d7444699a07410fc4cd3913,68849.11677532246
1117,ac92291d57eb44358f5e01c0f37b606b,48625.43584663004
1118,6083fe4ca4704445a6a1f0209336d8a7,87092.5878093956
1119,e4ee1347ca9a461c9cf4774d9c741685,66260.09714046832
1120,a4fd0975ad7c48068e552950c043e022,89173.81525756605
1121,a90922f53dbb4f36bc2ef7902199d885,57057.21147574815
1122,a1068550535949a1931053f6cf94ef7d,57922.26463104393
1123,ee82ae44dd6942c0b5a2e283346f42bc,34159.92421730388
1124,378cc5e0ad0640a9b70534e52208b55f,98231.35346327597
1125,07998c0d77204d90a5c97a6e335aa7e0,68125.34831896714
1126,11c722753ed94a7fad407c2ef6671e5e,81400.51822583591
1127,1200b9e606884bfeb42a1b1d454f34ae,85222.44735747772
1128,7fa7070b60a54fc09cf52842f532d979,31007.265816150797
1129,d84ff3bf77b440a99fff5f86f05a210a,7201.748220532189
1130,4bccde1a6f924380ad610780c7aa5bb5,53411.91395728692
1131,416d65e974744ca9b55aad667f04c5dc,93697.14174239797
1132,d298c9ec92074345a1053cfbceef340f,18642.150992625495
1133,201e250998f54c8ca6c0f0b6612d2df8,65180.290712040114
1134,f4396beb9276426bbe4288400418c93d,45732.17686649611
1135,2052b0f08239488cb63e710bef0f120a,94464.37170609752
1136,9670bef741154d0aa9c02bcdc1dc6ea7,59269.45712270462
1137,ba003e3671454d799bb9578387dd5b51,77200.63685510482
1138,b451902731ea4ca5be28a11aea1f24d6,83738.83825377762
1139,8557c70176a145cb88e4ee922e2cf574,37116.55328241342
1140,3e7b0b79779e4e0c88b629ec17683441,21444.99006328484
1141,e3fb686ee41846ed978091f5c0af991b,17311.039345088684
1142,3df9215ea2674377875d57be447a79ce,43336.150774710055
1143,1f30a6f7e3a143f58433cdb839974072,4572.115735760418
1144,0fffb832a88043db9c2070dbddbc1fe4,17581.374492533363
1145,ed215dfabe104bc7b3a1e5baa081d373,2529.766028036107
1146,e1a458aab8a4487788fab67d3dbccc8e,87508.04446721042
1147,e4e0f434b676452c92efc8162b8b6597,45431.88800390732
1148,d1b98520996e4416972291e06043f8e3,82663.48364803972
1149,0dd7bea1e74f4528b5d66bb45b059e8f,17465.581001635033
1150,19ecd7d135cb4049987baea48a74f957,37010.33478230384
1151,a26eaa3f8c614405a34da8e008fa382f,43601.32698049008
1152,657411205d9f48759a8cb0b07d1fe54e,13531.841185861726
1153,b6361b8e49dd4baf8a8fc0033dba6562,47413.9623307416
1154,5821cf2ba6b34afbac49f553058274de,57061.26981738824
1155,b2bc373f722f40338cd33fc2cd68a30f,51834.04791334993
1156,eb04ab16ed644300ad439e835a8a68ca,77394.10572034106
1157,99dbc29c8f0d48e883ff2b5598efe123,2451.7858784295354
1158,1105c6e0832643198587b88f0f5876ed,35284.198576235074
1159,9a1784dbe69c4c879f94d72194e0d573,73039.5153157349
1160,b5b0ab5abec5488497f8eaddf18ec6ba,89432.7237741779
1161,5bc825aeed8f4c49ba78d05c333bccd5,95850.18195918058
1162,bc10c8a034cf48e9a96ca7f156f462d4,25264.295742114708
1163,054f0ba321724c3b93159f85b676b68a,25434.49095467002
1164,804392684cf742eb94a22f755d743195,63625.49685835971
1165,007910bd1d5940f699007f24c516b86e,77804.70900915697
1166,737c8b6e8a9a41039f11794076692a9d,79259.59168619361
1167,40f4942d00ab49a5956242c1e67ef45e,37909.81563658718
1168,4818a8be82ca4cd2ab70993cad075385,9476.804201648236
1169,ca4493687c654a4d973e59ef6966a945,63365.840407789045
1170,64ffcfd336c8425fa3f6ad1049aaf18a,5923.9240344130085
1171,32e600e07f154cb9926710ee08a0cf15,96794.07643990559
1172,32a933be7f744f2888e8a20a277a75d8,15522.433635054878
1173,15e8848c1f4a4ed58211b4ca5c261e3b,73343.94283095065
1174,8ddd0b5dd78c4abf9d8d67f414d84c02,85922.35404952148
1175,d6a8169d9976491d9e0cc566815280e3,63854.388281617445
1176,bfe9e97cabe8488583c2a288a783217c,872.8827882695911
1177,21cd42295c8e4c6d89b2173bf44936b6,65860.13838612981
1178,2f8ecdc3c040490eb45fc58d9c331155,7909.36526956737
1179,4dc97f23bb4540a280930d42e47f865c,65320.25974118672
1180,9c652af678bf4e2fb9e21f5435c09901,68636.70233009753
1181,cbefab8020274001b92604d034ce401f,60943.59398558408
1182,c20e313a45364f17bf94e6a990395dc5,81888.50762507414
1183,fb83717db00f40d8a72c4842705f8326,62018.48822998877
1184,c2dbe1339e5741abaa26c6d940616ca1,5774.26106747515
1185,6713dcc06265469ca166a1f2d4a1941c,38077.2369448392
1186,b4ab6e542fe64c85b02afab7d0baadcd,68708.43475357897
1187,ec1bed1f5cb84689afb8d5345afa4e08,30949.337328635494
1188,ab70c3bd0cae4678bee286073468b82a,25978.82092173993
1189,0922e5cc16534585a2db9774c83a91f0,54331.53611470647
1190,15c593fb6d8f4486a478ae71619c2d13,65589.80060603422
1191,e382c5445fb24f0bbb63097b63d1a1eb,9586.543777849965
1192,08c67f3b33ea46febd40b6f780f1dfbf,6967.759245133776
1193,e06eda6644894ca1bb205b4c6cec0d9b,29105.78740903512
1194,83017695427445c99e8fef41b1549976,79803.96315209538
1195,a15aab692ad04f53bd6a5a569b5743bb,82639.28311052965
1196,4469004b7bb943b4b98c71d94b46ce95,21388.21307338782
1197,be1f5b2fa6d940daa30edc4c221b48d3,67050.32480306027
1198,fa092b64164e4614a4b8f73c0cbe7dc5,27474.534246993986
1199,06a3d3d08a4d485190f26ec00a647cc6,16969.228987322782
1200,f341f0fa949d4933ba1dc7a24e50e7ed,9648.89019141898
1201,67e19c123fbb4d20bdb831df0f8de04d,63985.0918722424
1202,e3dad8c522d24dbe9f25fa1b4a6b606d,70333.15105726158
1203,5277cb35993e4221a09367ea958b6bfd,98353.11256822612
1204,53019c4229444c899c64599851d7d4cd,88273.18260039666
1205,a6ea4e7d0f6a4f9e83b1e4d571b1990a,70198.95170139261
1206,c8243644033942bea86207b4260cff79,23665.867208506752
1207,711b84054c2349a3bdc580c7f57188e6,88182.07653355185
1208,1ac7e2e01bc640edbe2845ddb67ec094,38000.74565573892
1209,e14d507c74a54902b09b8974c26b337e,98337.33626144491
1210,ae06cefa2d6e4b259e408ae6405d7eed,7632.3903725289965
1211,cf19e855345d4119b9033e8baea4b41f,36178.50363315499
1212,283e9b879ab44dd9a221b1e151da6608,69359.30675819599
1213,6ccd77937058467193604005d32247d7,67491.9636399259
1214,d11e03cddb904afda3f453392fbce807,12550.544556971232
1215,280b1e601499494a93b0a4c148d164fc,31259.078814539786
1216,591968f179454a948ffe4071516ff42e,60363.43169055641
1217,1487b15cd4474e4e9e92e5fe28bf409c,23652.49117650803
1218,733a1700c71f4cceb3990bf8c5893ba2,16469.426634428575
1219,b5a484e56884493dae735c79c70c431c,89942.84412109261
1220,02221e49ea104a5cb6144c7107faa2e8,62030.19996123048
1221,a413bb7515874ba79b4bcf6fe453e6fd,73484.4941527863
1222,f592e92b22ee4f08883be6c08facb0be,31726.64588352704
1223,e19096fde24949faa8e92dc89c57a961,12270.201431907624
1224,3eadc7c9cfc04deabd6bc1cbc70f59f8,6123.343741147857
1225,296a30e5b3e545acb4de380617b2c07c,1793.0915343596032
1226,67bde7af516e48dbb681d7aba5a0e723,23214.588607132915
1227,7429168d1d314dc0a75de1635e6788f0,45759.92950821246
1228,58af63b12ae74268958c986cfaafbf70,62794.30237480203
1229,46af7c5e2be9424591e97c4efa5d4951,49328.58356561493
1230,08893cd6447a48caabc8a2f160be3753,26075.721233539884
1231,ec31e08c8ed240178ba18c78baf89d49,34510.26509639192
1232,dc53b7cbd66f4a02b21517f89e22e664,57357.04446746198
1233,90a353a23ae8440a9d7d28f5d319557a,86107.62408155328
1234,d076c072d61942e59cb94e79ba186621,99421.5549110927
1235,a1b5cbd3cb72448eb22f3c610c6a6446,92231.21539823219
1236,66fd4024e7d747ca9351380c1451c360,81958.44423362397
1237,c114b65cf2ec4e1b86591dd7cd7042be,4567.388131457206
1238,e460fcc6f7f449e380ab95accc3f1567,11830.144310482483
1239,897c6e84876c4f0187a8dbb5534ad906,59407.935234702294
1240,e0f0c7ae36c14ebabd75ff83538881e8,83692.78513694962
1241,b018430c73a54c8dafb3a17320eecc07,75659.0893604655
1242,dea8c8d5f3e043038088a57d41bcad82,64981.737441054596
1243,b62b9ad6b60a4e799e8891cbf2983014,91267.58040933587
1244,1874fedd749849199969b761236a923d,29641.16883486203
1245,6f373b6374884ee19cdd5450abd195a1,93847.79594163314
1246,c1a8748dc36b4cd994274e77a3bf1b89,9494.946632061985
1247,3f2cd169a66a47afb6af4ee458f54871,62828.12058584443
1248,9ef0408eed814f0e9895c40ceec781ab,49578.14077890208
1249,c85cf8a3dedf42a4a7390e1893795e71,64385.16470354989
1250,f87d6b1f648d4bb99277c3cd0195cff2,39803.95020998541
1251,3a6135c4131c4de298fa3db3a3283b7d,41912.65910063905
1252,aa20c9801c0d4a2ebdf0df790762c80b,3142.3708295699403
1253,39bea6c486e64f49b8c3ebdfb69527fe,59552.24039688435
1254,1f6ba0374c134ec6ad7bc382e88c13b1,51558.44522577639
1255,3715d13fc2474673b207d8108ccea8f7,43680.839374471245
1256,722d094b0656419eaa3cd63f9abe910b,75817.54403618388
1257,f49c85d69ae349af91ba75a3dd55f333,86940.285597159
1258,78f9e5e0c9624e5586d75da1d553df8b,40083.031312061925
1259,84fdb74bc21348e39b9a566cb4c3c790,44551.13770001169
1260,2fb9062f51e24338a59dd21ab4da3998,44708.546924066104
1261,15f49e22828b490294ce07f5d06ebddd,7893.562996583636
1262,c9742ec5bfcf4a37a6f8a0af9e5c661d,90990.06100788522
1263,939f6dcde0bd4842a2a4015bf98de581,23843.23876193265
1264,e7101ef65850410581d89c60d68c2167,78855.68983473317
1265,25c582d08bde42289758e13df78c73cd,83566.54624210227
1266,a21f9358920a4f7cb82e5088bd62bb48,77571.38879340982
1267,98c1aeeec36145c492552fc410eece1d,16131.199035970789
1268,cfe5679101d44f76bf8cf1375f7e595a,19742.887467513527
1269,342f8b4bf64b4c5abb3954350b2ce5c4,31582.39502597855
1270,bf1c69fca78f4f13b27f9d7d64ef1d5c,80685.86078267552
1271,affd621469844121a5527e236af1d167,75043.31448260623
1272,ae06d8ce74004e958167c44c946a6d85,6367.914513841754
1273,c38a7f470aff4831baa4fbd69232b62f,61048.862338088096
1274,32dcd2975c624e98ba844a49155c5dc7,16779.436091357282
1275,104001f1c4bf4aa0abad59f753ef21e9,85623.68256197975
1276,3dc85a1a92fd4bb59d3da27f8a7d8d77,52650.22004508075
1277,5127318080be47b4a2324388c2e8f1bc,80763.8966135782
1278,2c8f2f697bec439e995108f74f6993c7,23727.406188637844
1279,52c38c196f1f48349eb1e7861db80be3,75821.83451371749
1280,3a49a26761d7436baa28773bb2a36c52,81514.56330667864
1281,8ff56fc85126499ea726d9e93f130072,53518.774445079485
1282,c4daa7ae2a0c4d5d9c4ed060042c2c8f,30414.948778237205
1283,d1444e35cf224eb7ae844f8de010f6a5,2665.3504433580833
1284,c7c4c10fbbd44affa5b01e80ec79635a,89480.00576454187
1285,ea3bbd7cf47048a581b0b432b157dca1,26203.04346883644
1286,b520886d6dc0462d821224d8d3676f9e,20825.657937638665
1287,928a520f7c55460c8c3d974f1025c102,20875.8910434367
1288,5313fec8068048a69ede0ae37d34abd9,29300.488408492263
1289,2946b7d7cd8d4254b845ef560540daca,52048.811937434
1290,853bcc7f2b9a4405affb27495301205f,59010.38379371174
1291,84c168e3102e404babe051694e918157,8553.54813435688
1292,e18ac1a9195d4476a8aebdeb5b77547a,20726.6552598934
1293,8c656066f95b44acb1799a3365604295,25612.631464999413
1294,4882909fd1bb44388ba3bcdbc4b284e4,49709.11779130425
1295,954e9caec58948219814451447d8e3d2,56675.26198289584
1296,5d4a08e669644f8ebe73b6f42393c3d3,89996.78253956718
1297,72c1434ac78c4410b204a704b319714d,54307.457685407775
1298,35e840e29c6c403db6dbcb17c9fb94e0,42284.80364230449
1299,ca3beac229794a1294c4e1d26a5a55ca,31330.08456054742
1300,bc3ffb183c20429aa21a67293bc14e24,51945.85102713769
1301,dac3e13ed8d04c5ea3c0c4d3c1a2f197,32196.227133341992
1302,ca5d478b96964bfa90e94aa86a25605d,31462.562354103895
1303,07413fb51a79465589a4863afac01a33,47383.31254133168
1304,4a547ffc5d46494499390bab8f4f08d1,21603.300216798303
1305,7dade773039b48cc8395c81d5ff0f12e,6808.794113267047
1306,7f98d112560e4089bdfd1d1f98062218,46148.16307722377
1307,6f4bbdb8b43343adab003899c30ea7e7,40844.56059574424
1308,3c3a0adbea2a449ba2498595d6e3b5aa,38945.09320126555
1309,7fb83ffa79c64a8e8daa19b0fc06b85d,88916.76843222948
1310,ade109e0f35f44f08b1d727abc823fc8,9918.662911346875
1311,7ed6071ca9f84c4a8fd3b62376073e3a,96952.63783233534
1312,d9901a73534e48079daf314c9f226248,87242.52861976215
1313,7f64ff362390447b9355df3f9f6f49d1,15456.464579726558
1314,1c62a87a5fb4435a8f0bdbc7ea94b745,39963.58690193755
1315,62e38caaaa4b46778b3ed7b794092560,78443.78972540921
1316,351fc9f6ec454c65b86e12cce2d67cd7,20677.517375353138
1317,0b668b3ff3184a3a93ac479ec423e859,37227.42143849213
1318,c3ea799e814f4f2cbaefe581dc4ee520,11107.219740183338
1319,41d39ff820404496ab971e576c7b2fe6,75408.75546731606
1320,463beafb472b463e88c1d424e011bfe5,9010.054520545518
1321,67ce86b59acd4de8a5a8dc9075cea7bf,7813.754810019513
1322,d9594dd443e542c5b46e97ed1fd4515a,47879.94721733624
1323,21ab0f1ddf6d41c0a1a7ad5d4b3fcbe9,45784.00096475619
1324,8a374fdbb4904c60a1cd318a9ecada85,82704.13317895093
